year;state;state_po;state_fips;state_cen;state_ic;office;district;stage;special;candidate;party_detailed;writein;mode;candidatevotes;totalvotes;unofficial;version;party_simplified
2008;ARKANSAS;AR;5;71;42;US SENATE;statewide;gen;FALSE;MARK L. PRYOR;DEMOCRAT;FALSE;total;804678;1011754;FALSE;20210114;DEMOCRAT
2018;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;MADELYN R. HOFFMAN;GREEN;FALSE;total;25150;3169310;FALSE;20210114;OTHER
1994;PENNSYLVANIA;PA;42;23;14;US SENATE;statewide;gen;FALSE;HARRIS WOFFORD;DEMOCRAT;FALSE;total;1648481;3513361;FALSE;20210114;DEMOCRAT
2020;SOUTH CAROLINA;SC;45;57;48;US SENATE;statewide;gen;FALSE;JAIME HARRISON;DEMOCRAT;FALSE;total;1110828;2515104;FALSE;20210114;DEMOCRAT
2016;SOUTH DAKOTA;SD;46;45;37;US SENATE;statewide;gen;FALSE;JOHN R. THUNE;REPUBLICAN;FALSE;total;265516;369656;FALSE;20210114;REPUBLICAN
2000;MARYLAND;MD;24;52;52;US SENATE;statewide;gen;FALSE;PAUL H. RAPPAPORT;REPUBLICAN;FALSE;total;715178;1946898;FALSE;20210114;REPUBLICAN
2000;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;FALSE;;;TRUE;total;259;1928613;FALSE;20210114;OTHER
1988;MASSACHUSETTS;MA;25;14;3;US SENATE;statewide;gen;FALSE;FREDA LEE NASON;LIBERTARIAN;FALSE;total;13199;2606225;FALSE;20210114;LIBERTARIAN
1976;RHODE ISLAND;RI;44;15;5;US SENATE;statewide;gen;FALSE;MARGARET R. CANN;COMMUNIST;FALSE;total;912;398906;FALSE;20210114;OTHER
1986;SOUTH CAROLINA;SC;45;57;48;US SENATE;statewide;gen;FALSE;RAY HILLYARD;AMERICAN;FALSE;total;4588;737962;FALSE;20210114;OTHER
1986;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;MICHAEL MARTIN BUSH;INDEPENDENT;FALSE;total;11127;1060765;FALSE;20210114;OTHER
2020;DELAWARE;DE;10;51;11;US SENATE;statewide;gen;FALSE;LAUREN WITZKE;REPUBLICAN;FALSE;total;186054;490935;FALSE;20210114;REPUBLICAN
2000;MISSOURI;MO;29;43;34;US SENATE;statewide;gen;FALSE;;;TRUE;total;13;2361586;FALSE;20210114;OTHER
1984;NEBRASKA;NE;31;46;35;US SENATE;statewide;gen;FALSE;OTHER;;FALSE;total;304;639668;FALSE;20210114;OTHER
1978;TEXAS;TX;48;74;49;US SENATE;statewide;gen;FALSE;ROBERT KRUEGER;DEMOCRAT;FALSE;total;1139149;2312540;FALSE;20210114;DEMOCRAT
2002;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;MIRO DRAGO;CONSTITUTION;FALSE;total;2254;2254636;FALSE;20210114;OTHER
1998;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;CHARLES E. SCHUMER;INDEPENDENCE;FALSE;total;109027;4989877;FALSE;20210114;OTHER
2006;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;LEN FLYNN;LIBERTARIAN;FALSE;total;345;101973;FALSE;20210114;LIBERTARIAN
1994;VIRGINIA;VA;51;54;40;US SENATE;statewide;gen;FALSE;L. DOUGLAS WILDER;INDEPENDENT;FALSE;total;113;2057463;FALSE;20210114;OTHER
1980;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;RUSSELL B. LONG;DEMOCRAT;FALSE;total;484770;841013;FALSE;20210114;DEMOCRAT
2004;VERMONT;VT;50;13;6;US SENATE;statewide;gen;FALSE;PATRICK J. LEAHY;DEMOCRAT;FALSE;total;216972;307208;FALSE;20210114;DEMOCRAT
1996;NORTH CAROLINA;NC;37;56;47;US SENATE;statewide;gen;FALSE;;;TRUE;total;143;2556456;FALSE;20210114;OTHER
1980;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;GARRY DE YOUNG;BY PETITION;FALSE;total;5858;1276986;FALSE;20210114;OTHER
1976;CALIFORNIA;CA;6;93;71;US SENATE;statewide;gen;FALSE;JOHN V. TUNNEY;DEMOCRAT;FALSE;total;3502862;7470586;FALSE;20210114;DEMOCRAT
2010;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;MICHAEL L. HAINES;INDEPENDENT;FALSE;total;4261;721404;FALSE;20210114;OTHER
2010;WASHINGTON;WA;53;91;73;US SENATE;statewide;gen;FALSE;DINO ROSSI;REPUBLICAN;FALSE;total;1196164;2511094;FALSE;20210114;REPUBLICAN
1976;PENNSYLVANIA;PA;42;23;14;US SENATE;statewide;gen;FALSE;WILLIAM J. GREEN;DEMOCRAT;FALSE;total;2126977;4546353;FALSE;20210114;DEMOCRAT
1992;NORTH CAROLINA;NC;37;56;47;US SENATE;statewide;gen;FALSE;BRUCE KIMBALL;SOCIALIST WORKERS;FALSE;total;23;2577891;FALSE;20210114;OTHER
1984;MAINE;ME;23;11;2;US SENATE;statewide;gen;FALSE;P. ANN STODDARD;CONSTITUTIONALIST;FALSE;total;4338;551406;FALSE;20210114;OTHER
1986;CALIFORNIA;CA;6;93;71;US SENATE;statewide;gen;FALSE;ED ZSCHAU;REPUBLICAN;FALSE;total;3541804;7398462;FALSE;20210114;REPUBLICAN
1992;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;;;TRUE;total;26;1382051;FALSE;20210114;OTHER
2000;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;DAVID DANIELS;GRASSROOTS;FALSE;total;21447;2419520;FALSE;20210114;OTHER
1996;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;PAUL WELLSTONE;DEMOCRATIC-FARMER-LABOR;FALSE;total;1098430;2182905;FALSE;20210114;DEMOCRAT
2006;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;JACK CARTER;DEMOCRAT;FALSE;total;238796;582572;FALSE;20210114;DEMOCRAT
1996;DELAWARE;DE;10;51;11;US SENATE;statewide;gen;FALSE;JOSEPH R. BIDEN JR.;DEMOCRAT;FALSE;total;165465;275591;FALSE;20210114;DEMOCRAT
2020;OKLAHOMA;OK;40;73;53;US SENATE;statewide;gen;FALSE;ROBERT MURPHY;LIBERTARIAN;FALSE;total;34435;1556361;FALSE;20210114;LIBERTARIAN
1996;MAINE;ME;23;11;2;US SENATE;statewide;gen;FALSE;OTHER;;FALSE;total;70;606777;FALSE;20210114;OTHER
2016;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;;;TRUE;total;4;2530730;FALSE;20210114;OTHER
2016;NORTH DAKOTA;ND;38;44;36;US SENATE;statewide;gen;FALSE;ELIOT GLASSHEIM;DEMOCRAT;FALSE;total;58116;342501;FALSE;20210114;DEMOCRAT
1992;GEORGIA;GA;13;58;44;US SENATE;statewide;pre;FALSE;JIM HUDSON;LIBERTARIAN;FALSE;total;69878;2251587;FALSE;20210114;LIBERTARIAN
1990;NEBRASKA;NE;31;46;35;US SENATE;statewide;gen;FALSE;J. JAMES EXON;DEMOCRAT;FALSE;total;349779;593828;FALSE;20210114;DEMOCRAT
2018;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;;;TRUE;total;566;2384308;FALSE;20210114;OTHER
2016;UTAH;UT;49;87;67;US SENATE;statewide;gen;FALSE;STONEY FONUA;INDEPENDENT AMERICAN;FALSE;total;27339;1115583;FALSE;20210114;OTHER
2008;ARKANSAS;AR;5;71;42;US SENATE;statewide;gen;FALSE;REBEKAH KENNEDY;GREEN;FALSE;total;207076;1011754;FALSE;20210114;OTHER
1994;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;DANIEL PATRICK MOYNIHAN;LIBERAL;FALSE;total;118154;5328486;FALSE;20210114;OTHER
1984;ARKANSAS;AR;5;71;42;US SENATE;statewide;gen;FALSE;DAVID PRYOR;DEMOCRAT;FALSE;total;502341;875956;FALSE;20210114;DEMOCRAT
2000;WEST VIRGINIA;WV;54;55;56;US SENATE;statewide;gen;FALSE;JOE WHELAN;LIBERTARIAN;FALSE;total;12627;603477;FALSE;20210114;LIBERTARIAN
2012;CALIFORNIA;CA;6;93;71;US SENATE;statewide;gen;FALSE;ELIZABETH EMKEN;REPUBLICAN;FALSE;total;4713887;12578511;FALSE;20210114;REPUBLICAN
2018;WYOMING;WY;56;83;68;US SENATE;statewide;gen;FALSE;JOSEPH PORAMBO;LIBERTARIAN;FALSE;total;5658;203420;FALSE;20210114;LIBERTARIAN
2008;MISSISSIPPI;MS;28;64;46;US SENATE;statewide;gen;FALSE;THAD COCHRAN;REPUBLICAN;FALSE;total;766111;1247026;FALSE;20210114;REPUBLICAN
2012;VERMONT;VT;50;13;6;US SENATE;statewide;gen;FALSE;JOHN MACGOVERN;REPUBLICAN;FALSE;total;72898;292762;FALSE;20210114;REPUBLICAN
1992;HAWAII;HI;15;95;82;US SENATE;statewide;gen;FALSE;RICK REED;REPUBLICAN;FALSE;total;97928;363662;FALSE;20210114;REPUBLICAN
2006;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;MICHAEL JAMES CAVLAN;GREEN;FALSE;total;10714;2202772;FALSE;20210114;OTHER
1986;WASHINGTON;WA;53;91;73;US SENATE;statewide;gen;FALSE;SLADE GORTON;REPUBLICAN;FALSE;total;650931;1337367;FALSE;20210114;REPUBLICAN
1990;SOUTH DAKOTA;SD;46;45;37;US SENATE;statewide;gen;FALSE;DEAN L. SINCLAIR;INDEPENDENT;FALSE;total;6567;258976;FALSE;20210114;OTHER
1978;RHODE ISLAND;RI;44;15;5;US SENATE;statewide;gen;FALSE;CLAIBORNE PELL;DEMOCRAT;FALSE;total;229557;305618;FALSE;20210114;DEMOCRAT
1986;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;JOHN B. BREAUX;DEMOCRAT;FALSE;total;723586;1369897;FALSE;20210114;DEMOCRAT
1984;TEXAS;TX;48;74;49;US SENATE;statewide;gen;FALSE;OTHER;;FALSE;total;273;5314178;FALSE;20210114;OTHER
1998;MARYLAND;MD;24;52;52;US SENATE;statewide;gen;FALSE;ROSS Z. PIERPONT;REPUBLICAN;FALSE;total;444637;1507447;FALSE;20210114;REPUBLICAN
2000;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;BILL GRUTZMACHER;CITIZENS FIRST;FALSE;total;1579;600776;FALSE;20210114;OTHER
1992;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;LOIS AVERY;NATURAL LAW;FALSE;total;7279;495887;FALSE;20210114;OTHER
1990;HAWAII;HI;15;95;82;US SENATE;statewide;gen;TRUE;KEN SCHOOLLAND;LIBERTARIAN;FALSE;total;4787;349666;FALSE;20210114;LIBERTARIAN
2006;NORTH DAKOTA;ND;38;44;36;US SENATE;statewide;gen;FALSE;DWIGHT GROTBERG;REPUBLICAN;FALSE;total;64417;218152;FALSE;20210114;REPUBLICAN
2006;OHIO;OH;39;31;24;US SENATE;statewide;gen;FALSE;;;TRUE;total;830;4019236;FALSE;20210114;OTHER
1998;NEW HAMPSHIRE;NH;33;12;4;US SENATE;statewide;gen;FALSE;JUDD GREGG;REPUBLICAN;FALSE;total;213477;314696;FALSE;20210114;REPUBLICAN
2010;ILLINOIS;IL;17;33;21;US SENATE;statewide;gen;TRUE;MIKE LABNO;LIBERTARIAN;FALSE;total;87247;3704473;FALSE;20210114;LIBERTARIAN
2010;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;SHARRON ANGLE;REPUBLICAN;FALSE;total;321361;721404;FALSE;20210114;REPUBLICAN
2020;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;TINA SMITH;DEMOCRAT;FALSE;total;1566522;3214256;FALSE;20210114;DEMOCRAT
1990;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;TOM HARKIN;DEMOCRAT;FALSE;total;535975;983933;FALSE;20210114;DEMOCRAT
2010;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;TRUE;VIVIA MORGAN;ANTI-PROHIBITION;FALSE;total;11787;4757635;FALSE;20210114;OTHER
1978;NEW HAMPSHIRE;NH;33;12;4;US SENATE;statewide;gen;FALSE;GORDON J. HUMPHREY;REPUBLICAN;FALSE;total;133745;263760;FALSE;20210114;REPUBLICAN
1976;NEBRASKA;NE;31;46;35;US SENATE;statewide;gen;FALSE;JOHN Y. MCCOLLISTER;REPUBLICAN;FALSE;total;279284;593310;FALSE;20210114;REPUBLICAN
2002;MICHIGAN;MI;26;34;23;US SENATE;statewide;gen;FALSE;JOHN S. MANGOPOULOS;REFORM;FALSE;total;12831;3129287;FALSE;20210114;OTHER
1996;NORTH CAROLINA;NC;37;56;47;US SENATE;statewide;gen;FALSE;J. VICTOR PARDO;NATURAL LAW;FALSE;total;11209;2556456;FALSE;20210114;OTHER
2012;MONTANA;MT;30;81;64;US SENATE;statewide;gen;FALSE;DAN COX;LIBERTARIAN;FALSE;total;31892;486066;FALSE;20210114;LIBERTARIAN
1980;WISCONSIN;WI;55;35;25;US SENATE;statewide;gen;FALSE;BERVIN J. LARSON;LIBERTARIAN;FALSE;total;9679;2204202;FALSE;20210114;LIBERTARIAN
2000;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;NONE OF THESE CANDIDATES;;FALSE;total;11503;600776;FALSE;20210114;OTHER
1988;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;RICHARD H. BRYAN;DEMOCRAT;FALSE;total;175548;342407;FALSE;20210114;DEMOCRAT
2006;NORTH DAKOTA;ND;38;44;36;US SENATE;statewide;gen;FALSE;ROLAND RIEMERS;INDEPENDENT;FALSE;total;2194;218152;FALSE;20210114;OTHER
1986;NORTH CAROLINA;NC;37;56;47;US SENATE;statewide;gen;TRUE;JAMES T. (JIM) BROYHILL;REPUBLICAN;FALSE;total;753881;1534848;FALSE;20210114;REPUBLICAN
1986;SOUTH CAROLINA;SC;45;57;48;US SENATE;statewide;gen;FALSE;STEVEN B. VANDERVELDE;LIBERTARIAN;FALSE;total;4789;737962;FALSE;20210114;LIBERTARIAN
2012;FLORIDA;FL;12;59;43;US SENATE;statewide;gen;FALSE;NAOMI CRAINE;;TRUE;total;19;8189946;FALSE;20210114;OTHER
2012;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;JOHN MANGELLI;COMMON SENSE;FALSE;total;21985;7116628;FALSE;20210114;OTHER
2006;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;FALSE;JAMES ANTHONY GRAY;INDEPENDENT;FALSE;total;14;1833695;FALSE;20210114;OTHER
1982;TEXAS;TX;48;74;49;US SENATE;statewide;gen;FALSE;LINEAUS HOOPER LORETTE;CITIZENS;FALSE;total;4564;3103167;FALSE;20210114;OTHER
1976;TEXAS;TX;48;74;49;US SENATE;statewide;gen;FALSE;LLOYD BENTSEN;DEMOCRAT;FALSE;total;2199956;3874230;FALSE;20210114;DEMOCRAT
2010;OREGON;OR;41;92;72;US SENATE;statewide;gen;FALSE;MARC DELPHINE;LIBERTARIAN;FALSE;total;16028;1442588;FALSE;20210114;LIBERTARIAN
1976;VIRGINIA;VA;51;54;40;US SENATE;statewide;gen;FALSE;MARTIN H. PERPER;INDEPENDENT;FALSE;total;70559;1557500;FALSE;20210114;OTHER
2010;CALIFORNIA;CA;6;93;71;US SENATE;statewide;gen;FALSE;;;TRUE;total;5;10000160;FALSE;20210114;OTHER
2010;CONNECTICUT;CT;9;16;1;US SENATE;statewide;gen;FALSE;JEFF RUSSELL;;TRUE;total;45;1153115;FALSE;20210114;OTHER
1984;OREGON;OR;41;92;72;US SENATE;statewide;gen;FALSE;MARGIE HENDRIKSEN;DEMOCRAT;FALSE;total;406122;1214735;FALSE;20210114;DEMOCRAT
1994;DELAWARE;DE;10;51;11;US SENATE;statewide;gen;FALSE;JOHN C. DIERICKX;LIBERTARIAN;FALSE;total;3386;199000;FALSE;20210114;LIBERTARIAN
1986;FLORIDA;FL;12;59;43;US SENATE;statewide;gen;FALSE;PAULA HAWKINS;REPUBLICAN;FALSE;total;1552376;3429996;FALSE;20210114;REPUBLICAN
1976;TEXAS;TX;48;74;49;US SENATE;statewide;gen;FALSE;MARJORIE P. GALLION;AMERICAN;FALSE;total;17355;3874230;FALSE;20210114;OTHER
2008;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;NORM COLEMAN;REPUBLICAN;FALSE;total;1212317;2887646;FALSE;20210114;REPUBLICAN
1976;CALIFORNIA;CA;6;93;71;US SENATE;statewide;gen;FALSE;S. I. (SAM) HAYAKAWA;REPUBLICAN;FALSE;total;3748973;7470586;FALSE;20210114;REPUBLICAN
2014;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;;;TRUE;total;21;2041058;FALSE;20210114;OTHER
1976;WASHINGTON;WA;53;91;73;US SENATE;statewide;gen;FALSE;DAVE SMITH;INDEPENDENT;FALSE;total;28182;1491111;FALSE;20210114;OTHER
1996;NEBRASKA;NE;31;46;35;US SENATE;statewide;gen;FALSE;BEN NELSON;DEMOCRAT;FALSE;total;281904;661837;FALSE;20210114;DEMOCRAT
1986;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;;;TRUE;total;60;862921;FALSE;20210114;OTHER
1978;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;WILLIAM R. THORN;INDEPENDENT;FALSE;total;2776;1957515;FALSE;20210114;OTHER
2016;MISSOURI;MO;29;43;34;US SENATE;statewide;gen;FALSE;;;TRUE;total;12;2802637;FALSE;20210114;OTHER
1998;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;BLANK VOTE/SCATTERING;;FALSE;total;319072;4989877;FALSE;20210114;OTHER
2010;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;HARRY REID;DEMOCRAT;FALSE;total;362785;721404;FALSE;20210114;DEMOCRAT
1996;IDAHO;ID;16;82;63;US SENATE;statewide;gen;FALSE;MARY J. CHARBONNEAU;INDEPENDENT;FALSE;total;10137;497233;FALSE;20210114;OTHER
2000;WISCONSIN;WI;55;35;25;US SENATE;statewide;gen;FALSE;SCATTER;;FALSE;total;902;2540083;FALSE;20210114;OTHER
1976;HAWAII;HI;15;95;82;US SENATE;statewide;gen;FALSE;SPARK M. MATSUNAGA;DEMOCRAT;FALSE;total;162305;302092;FALSE;20210114;DEMOCRAT
2006;VERMONT;VT;50;13;6;US SENATE;statewide;gen;FALSE;;;TRUE;total;267;262419;FALSE;20210114;OTHER
2000;WISCONSIN;WI;55;35;25;US SENATE;statewide;gen;FALSE;TIM PETERSON;LIBERTARIAN;FALSE;total;21348;2540083;FALSE;20210114;LIBERTARIAN
2008;WYOMING;WY;56;83;68;US SENATE;statewide;gen;FALSE;OVER VOTE;;FALSE;total;61;250007;FALSE;20210114;OTHER
2000;RHODE ISLAND;RI;44;15;5;US SENATE;statewide;gen;FALSE;ROBERT A. WEYGAND;DEMOCRAT;FALSE;total;161023;391353;FALSE;20210114;DEMOCRAT
2000;MICHIGAN;MI;26;34;23;US SENATE;statewide;gen;FALSE;MATTHEW R. ABEL;GREEN;FALSE;total;37542;4167685;FALSE;20210114;OTHER
1990;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;FALSE;BILL JACOX;INDEPENDENT;FALSE;total;11191;783922;FALSE;20210114;OTHER
2008;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;DICK ZIMMER;REPUBLICAN;FALSE;total;1461025;3482445;FALSE;20210114;REPUBLICAN
1976;OHIO;OH;39;31;24;US SENATE;statewide;gen;FALSE;HOWARD M. METZENBAUM;DEMOCRAT;FALSE;total;1941113;3920613;FALSE;20210114;DEMOCRAT
2006;DELAWARE;DE;10;51;11;US SENATE;statewide;gen;FALSE;WILLIAM E. MORRIS;LIBERTARIAN;FALSE;total;2671;242972;FALSE;20210114;LIBERTARIAN
2016;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;JOSHUA PELLERIN;DEMOCRAT;FALSE;total;7395;1997218;FALSE;20210114;DEMOCRAT
2010;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;"MACLYN ""MAC"" STRINGER";LIBERTARIAN;FALSE;total;22589;1772286;FALSE;20210114;LIBERTARIAN
1986;NEW HAMPSHIRE;NH;33;12;4;US SENATE;statewide;gen;FALSE;WARREN B. RUDMAN;REPUBLICAN;FALSE;total;154090;244735;FALSE;20210114;REPUBLICAN
2010;MISSOURI;MO;29;43;34;US SENATE;statewide;gen;FALSE;;;TRUE;total;3;1943899;FALSE;20210114;OTHER
1992;CONNECTICUT;CT;9;16;1;US SENATE;statewide;gen;FALSE;RICHARD D. GREGORY;CONCERNED CITIZENS;FALSE;total;35315;1500661;FALSE;20210114;OTHER
2014;WYOMING;WY;56;83;68;US SENATE;statewide;gen;FALSE;;;TRUE;total;471;171153;FALSE;20210114;OTHER
2020;WEST VIRGINIA;WV;54;55;56;US SENATE;statewide;gen;FALSE;DAVID MORAN;LIBERTARIAN;FALSE;total;21155;778918;FALSE;20210114;LIBERTARIAN
2010;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;BLANK VOTE/SCATTERING;;FALSE;total;168384;4763899;FALSE;20210114;OTHER
1984;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;JASPER C. GOULD;CONTEMPT OF COURT;FALSE;total;2891;3096456;FALSE;20210114;OTHER
1994;MASSACHUSETTS;MA;25;14;3;US SENATE;statewide;gen;FALSE;W. MITT ROMNEY;REPUBLICAN;FALSE;total;894000;2179945;FALSE;20210114;REPUBLICAN
2014;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;MIKE MCFADDEN;REPUBLICAN;FALSE;total;850227;1981528;FALSE;20210114;REPUBLICAN
2016;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;DARRYL GLENN;REPUBLICAN;FALSE;total;1215318;2743023;FALSE;20210114;REPUBLICAN
1988;UTAH;UT;49;87;67;US SENATE;statewide;gen;FALSE;BRIAN H. MOSS;DEMOCRAT;FALSE;total;203364;640702;FALSE;20210114;DEMOCRAT
2020;RHODE ISLAND;RI;44;15;5;US SENATE;statewide;gen;FALSE;ALLEN R. WATERS;REPUBLICAN;FALSE;total;164855;494262;FALSE;20210114;REPUBLICAN
1978;MONTANA;MT;30;81;64;US SENATE;statewide;gen;FALSE;LARRY WILLIAMS;REPUBLICAN;FALSE;total;127589;287942;FALSE;20210114;REPUBLICAN
2018;OHIO;OH;39;31;24;US SENATE;statewide;gen;FALSE;JIM RENACCI;REPUBLICAN;FALSE;total;2053963;4410898;FALSE;20210114;REPUBLICAN
1992;SOUTH DAKOTA;SD;46;45;37;US SENATE;statewide;gen;FALSE;THOMAS A. DASCHLE;DEMOCRAT;FALSE;total;217095;334495;FALSE;20210114;DEMOCRAT
1976;MASSACHUSETTS;MA;25;14;3;US SENATE;statewide;gen;FALSE;MICHAEL S. ROBERTSON;REPUBLICAN;FALSE;total;722641;2491255;FALSE;20210114;REPUBLICAN
1992;ILLINOIS;IL;17;33;21;US SENATE;statewide;gen;FALSE;ANDREW B. SPIEGEL;LIBERTARIAN;FALSE;total;34527;4939558;FALSE;20210114;LIBERTARIAN
2004;WASHINGTON;WA;53;91;73;US SENATE;statewide;gen;FALSE;MARK B. WILSON;GREEN;FALSE;total;30304;2818651;FALSE;20210114;OTHER
2010;MARYLAND;MD;24;52;52;US SENATE;statewide;gen;FALSE;;;TRUE;total;6;1833858;FALSE;20210114;OTHER
2016;MARYLAND;MD;24;52;52;US SENATE;statewide;gen;FALSE;;;TRUE;total;77;2726170;FALSE;20210114;OTHER
1996;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;MARK WISE;INDEPENDENT;FALSE;total;13683;2883466;FALSE;20210114;OTHER
2018;MICHIGAN;MI;26;34;23;US SENATE;statewide;gen;FALSE;JOHN HOWARD WILHELM;NATURAL LAW;FALSE;total;16502;4237271;FALSE;20210114;OTHER
2012;MICHIGAN;MI;26;34;23;US SENATE;statewide;gen;FALSE;JOHN D. LITLE;NATURAL LAW;FALSE;total;11229;4652918;FALSE;20210114;OTHER
2008;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;FALSE;EDWARD L. BUCK;INDEPENDENT;FALSE;total;31631;2424585;FALSE;20210114;OTHER
1990;MONTANA;MT;30;81;64;US SENATE;statewide;gen;FALSE;WESTLEY F. DEITCHLER;LIBERTARIAN;FALSE;total;7937;319336;FALSE;20210114;LIBERTARIAN
1988;NORTH DAKOTA;ND;38;44;36;US SENATE;statewide;gen;FALSE;KENNETH C. GARDNER;LIBERTARIAN;FALSE;total;4334;289170;FALSE;20210114;LIBERTARIAN
1984;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;"WILLIAM L. ""BILL"" ARMSTRONG";REPUBLICAN;FALSE;total;833821;1297809;FALSE;20210114;REPUBLICAN
1986;SOUTH CAROLINA;SC;45;57;48;US SENATE;statewide;gen;FALSE;ERNEST FRITZ HOLLINGS;DEMOCRAT;FALSE;total;465500;737962;FALSE;20210114;DEMOCRAT
2012;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;DAVID LORY VANDERBEEK;INDEPENDENT AMERICAN;FALSE;total;48792;997805;FALSE;20210114;OTHER
2004;KANSAS;KS;20;47;32;US SENATE;statewide;gen;FALSE;STEVEN A. ROSILE;LIBERTARIAN;FALSE;total;21842;1129022;FALSE;20210114;LIBERTARIAN
1988;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;ROBERT R. MCMILLAN;REPUBLICAN;FALSE;total;1686558;6040980;FALSE;20210114;REPUBLICAN
1998;OREGON;OR;41;92;72;US SENATE;statewide;gen;FALSE;JIM BREWSTER;LIBERTARIAN;FALSE;total;18221;1117747;FALSE;20210114;LIBERTARIAN
1990;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;RUSSELL B. BENTLEY;GRASSROOTS;FALSE;total;29820;1808045;FALSE;20210114;OTHER
2018;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;FALSE;MARSHA BLACKBURN;REPUBLICAN;FALSE;total;1227483;2243740;FALSE;20210114;REPUBLICAN
1994;RHODE ISLAND;RI;44;15;5;US SENATE;statewide;gen;FALSE;JOHN H. CHAFEE;REPUBLICAN;FALSE;total;222856;345388;FALSE;20210114;REPUBLICAN
2010;CALIFORNIA;CA;6;93;71;US SENATE;statewide;gen;FALSE;CARLY FIORINA;REPUBLICAN;FALSE;total;4217366;10000160;FALSE;20210114;REPUBLICAN
2008;NEBRASKA;NE;31;46;35;US SENATE;statewide;gen;FALSE;MIKE JOHANNS;REPUBLICAN;FALSE;total;455854;792511;FALSE;20210114;REPUBLICAN
2002;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;MARY L. LANDRIEU;DEMOCRAT;FALSE;total;573347;2481629;FALSE;20210114;DEMOCRAT
1990;NEW MEXICO;NM;35;85;66;US SENATE;statewide;gen;FALSE;PETE V. DOMENICI;REPUBLICAN;FALSE;total;296712;406938;FALSE;20210114;REPUBLICAN
2010;CONNECTICUT;CT;9;16;1;US SENATE;statewide;gen;FALSE;RICHARD BLUMENTHAL;DEMOCRAT;FALSE;total;605204;1153115;FALSE;20210114;DEMOCRAT
2018;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;CHELE CHIAVACCI FARLEY;REPUBLICAN;FALSE;total;1730439;6055151;FALSE;20210114;REPUBLICAN
1990;WEST VIRGINIA;WV;54;55;56;US SENATE;statewide;gen;FALSE;JOHN D. ROCKEFELLER IV;DEMOCRAT;FALSE;total;276234;404305;FALSE;20210114;DEMOCRAT
