year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified
2016,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,TAMMY DUCKWORTH,DEMOCRAT,False,total,3012940,5491878,False,20210114,DEMOCRAT
1976,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,E. R. (BUD) ZUMWALT,DEMOCRAT,False,total,596009,1557500,False,20210114,DEMOCRAT
1984,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,EARL HIGGERSON,PROHIBITION,False,total,1376,1297809,False,20210114,OTHER
1982,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,LAWRENCE J. HOGAN,REPUBLICAN,False,total,407334,1114690,False,20210114,REPUBLICAN
2016,HAWAII,HI,15,95,82,US SENATE,statewide,gen,False,JOHN CARROLL,REPUBLICAN,False,total,92653,437664,False,20210114,REPUBLICAN
2016,NEW HAMPSHIRE,NH,33,12,4,US SENATE,statewide,gen,False,SCATTER,,False,total,520,739140,False,20210114,OTHER
2020,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,GENE SIADEK,LIBERTARIAN,False,total,55115,930012,False,20210114,LIBERTARIAN
2006,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,False,SHELDON WHITEHOUSE,DEMOCRAT,False,total,206043,384993,False,20210114,DEMOCRAT
2014,NEW HAMPSHIRE,NH,33,12,4,US SENATE,statewide,gen,False,JEANNE SHAHEEN,DEMOCRAT,False,total,251184,488159,False,20210114,DEMOCRAT
2008,WYOMING,WY,56,83,68,US SENATE,statewide,gen,True,,,True,total,293,249619,False,20210114,OTHER
2012,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,BOB CORKER,REPUBLICAN,False,total,1506443,2321477,False,20210114,REPUBLICAN
2016,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JOE MILLER,LIBERTARIAN,False,total,90825,311441,False,20210114,LIBERTARIAN
2000,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,DIANE BEALL TEMPLIN,AMERICAN INDEPENDENT,False,total,134598,10623608,False,20210114,OTHER
2016,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,RAY METCALFE,DEMOCRAT,False,total,36200,311441,False,20210114,DEMOCRAT
2000,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,True,PAUL ROBERT MACGREGOR,NOT IDENTIFIED,False,total,25942,2415743,False,20210114,OTHER
2000,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,JON S. CORZINE,DEMOCRAT,False,total,1511237,3015662,False,20210114,DEMOCRAT
2010,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,True,,,True,total,561,3704473,False,20210114,OTHER
2008,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,MITCH MCCONNELL,REPUBLICAN,False,total,953816,1800821,False,20210114,REPUBLICAN
1994,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,SCOTT GRAINGER,LIBERTARIAN,False,total,75493,1119060,False,20210114,LIBERTARIAN
2016,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,,,True,total,7,9301820,False,20210114,OTHER
2020,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,KEVIN J. O'CONNER,REPUBLICAN,False,total,1177765,3658005,False,20210114,REPUBLICAN
2002,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,JOHN J. GRAZIANO,LIBERTARIAN,False,total,7423,480217,False,20210114,LIBERTARIAN
1990,INDIANA,IN,18,32,22,US SENATE,statewide,gen,True,DAN COATS,REPUBLICAN,False,total,806048,1502687,False,20210114,REPUBLICAN
2012,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,SCATTER,,False,total,3373,3009411,False,20210114,OTHER
2014,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,,,True,total,201,2915281,False,20210114,OTHER
1982,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,GEORGE MERCIER,LIBERTARIAN,False,total,1035,530802,False,20210114,LIBERTARIAN
2020,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,True,VALENCIA STOVALL,INDEPENDENT,False,total,13318,4914361,False,20210114,OTHER
2004,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,WAYNE SOWELL,DEMOCRAT,False,total,595018,1839066,False,20210114,DEMOCRAT
2020,SOUTH DAKOTA,SD,46,45,37,US SENATE,statewide,gen,False,MIKE ROUNDS,REPUBLICAN,False,total,276232,420219,True,20210114,REPUBLICAN
1994,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,688,2179945,False,20210114,OTHER
2020,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,DANNY MALOUF ,LIBERTARIAN,False,total,75673,5968901,False,20210114,LIBERTARIAN
2002,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,SUZANNE HAIK TERRELL,REPUBLICAN,False,total,596642,2481629,False,20210114,REPUBLICAN
1986,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,TIMOTHY E. WIRTH,DEMOCRAT,False,total,529449,1060765,False,20210114,DEMOCRAT
2000,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MATTHEW R. ABEL,GREEN,False,total,37542,4167685,False,20210114,OTHER
2020,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,True,MARTHA MCSALLY,REPUBLICAN,False,total,1637661,3355307,False,20210114,REPUBLICAN
1976,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,EDWARD ZORINSKY,DEMOCRAT,False,total,313805,593310,False,20210114,DEMOCRAT
1998,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,JOHN LIM,REPUBLICAN,False,total,377739,1117747,False,20210114,REPUBLICAN
2018,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,TRUDY A. AUSTIN,INDEPENDENT,False,total,9455,2243740,False,20210114,OTHER
1994,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,True,JIM COOPER,DEMOCRAT,False,total,565930,1465862,False,20210114,DEMOCRAT
2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,PHILIP HYDE III,TIMESIZING NOT DOWNSIZING,False,total,8452,2734048,False,20210114,OTHER
2018,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,JOHN JAMES,REPUBLICAN,False,total,1938818,4237271,False,20210114,REPUBLICAN
2000,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,JIM DEXTER,LIBERTARIAN,False,total,10394,769704,False,20210114,LIBERTARIAN
1976,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,JOHN GRADY,REPUBLICAN,False,total,1057886,2857534,False,20210114,REPUBLICAN
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,,,True,total,326,8541476,False,20210114,OTHER
2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,BERNIE SANDERS,INDEPENDENT,False,total,183529,272624,False,20210114,OTHER
1994,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,MICHAEL HUFFINGTON,REPUBLICAN,False,total,3817025,8514089,False,20210114,REPUBLICAN
2016,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,JOHNATHAN MCFARLAND,GREEN,False,total,30743,2802637,False,20210114,OTHER
2014,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,"EMILY ""SPICYBROWN"" SANCHEZ",GREEN,False,total,54701,4648358,False,20210114,OTHER
2020,MISSISSIPPI,MS,28,64,46,US SENATE,statewide,gen,False,JIMMY L. EDWARDS,LIBERTARIAN,False,total,23152,1311354,False,20210114,LIBERTARIAN
2004,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,JIM DEMINT,REPUBLICAN,False,total,857167,1597221,False,20210114,REPUBLICAN
1996,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,PAUL WELLSTONE,DEMOCRATIC-FARMER-LABOR,False,total,1098430,2182905,False,20210114,DEMOCRAT
1994,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"OLIVER L. ""OLLIE"" NORTH",REPUBLICAN,False,total,882213,2057463,False,20210114,REPUBLICAN
1978,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,True,JAMES D. MARTIN,REPUBLICAN,False,total,316170,729842,False,20210114,REPUBLICAN
1978,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,JAMES H. BAXTER JR.,REPUBLICAN,False,total,66479,162072,False,20210114,REPUBLICAN
1980,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,VICTOR A. NIETO,SOCIALIST WORKERS,False,total,2715,6014914,False,20210114,OTHER
2018,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,,,True,total,931,2596879,False,20210114,OTHER
1996,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,SUSAN C. GALLAGHER,CONSERVATIVE,False,total,70007,2555942,False,20210114,OTHER
1988,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,JIM SASSER,DEMOCRAT,False,total,1020061,1567181,False,20210114,DEMOCRAT
1992,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,DAN WINTERS,INDEPENDENT,False,total,20347,1552289,False,20210114,OTHER
2008,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,BOB SCHAFFER,REPUBLICAN,False,total,990755,2331621,False,20210114,REPUBLICAN
2008,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JOHN F. KERRY,DEMOCRAT,False,total,1971974,3102995,False,20210114,DEMOCRAT
2016,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,RICHARD C. SHELBY,REPUBLICAN,False,total,1335104,2087444,False,20210114,REPUBLICAN
2010,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,MA,,True,total,18,5411106,False,20210114,OTHER
2016,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,PATRICK MURPHY,DEMOCRAT,False,total,4122088,9301820,False,20210114,DEMOCRAT
2014,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CHRIS WAHMHOFF,GREEN,False,total,26137,3121771,False,20210114,OTHER
2008,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,MARK UDALL,DEMOCRAT,False,total,1230994,2331621,False,20210114,DEMOCRAT
2016,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,,,True,total,1685,1541036,False,20210114,OTHER
1976,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,ROBERT SCHWARZ,SOCIALIST WORKERS,False,total,4876,1935183,False,20210114,OTHER
2020,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,True,"MATTHEW ""DOC"" DORCHESTER",LIBERTARIAN,True,total,379,3355307,False,20210114,LIBERTARIAN
1994,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,CRAIG ALAN MCCUNE,LIBERTARIAN,False,total,3669,201710,False,20210114,LIBERTARIAN
1982,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,,,True,total,42,2994334,False,20210114,OTHER
1996,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,JED WHITTAKER,GREEN,False,total,29037,231916,False,20210114,OTHER
2006,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,OTHER,,False,total,179,545128,False,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,BILL HAGERTY,REPUBLICAN,False,total,1840926,2959761,False,20210114,REPUBLICAN
2014,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,STEVE SHOGAN,UNAFFILIATED,False,total,29472,2041058,False,20210114,OTHER
2016,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,False,ALLEN BUCKLEY,LIBERTARIAN,False,total,162260,3898605,False,20210114,LIBERTARIAN
1998,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,OTHER,,False,total,1413,1117747,False,20210114,OTHER
1988,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,False,RICHARD A. LICHT,DEMOCRAT,False,total,180717,397990,False,20210114,DEMOCRAT
1978,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,GERALD LEO BAKER,INDEPENDENT,False,total,4223,824576,False,20210114,OTHER
2012,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,KENNETH R. KAPLAN,LIBERTARIAN,False,total,16803,3376649,False,20210114,LIBERTARIAN
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,MICHAEL S. METTI,LIBERTARIAN,False,total,133851,8541476,False,20210114,LIBERTARIAN
1978,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,False,PAUL EDWARD TRENT,INDEPENDENT,False,total,3015,754264,False,20210114,OTHER
2000,OHIO,OH,39,31,24,US SENATE,statewide,gen,False,,,True,total,786,4448801,False,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,JEFFREY ALAN GRUNAU,INDEPENDENT,False,total,4160,2959761,False,20210114,OTHER
1976,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,FRANK GIRARD,SOCIALIST LABOR,False,total,2554,3490412,False,20210114,OTHER
2016,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,RON JOHNSON,REPUBLICAN,False,total,1479471,2948741,False,20210114,REPUBLICAN
1990,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,,,True,total,109,783922,False,20210114,OTHER
1992,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,RICHARD S. WILLIAMSON,REPUBLICAN,False,total,2126833,4939558,False,20210114,REPUBLICAN
1988,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,PATRICIA GROGAN,INDEPENDENT,False,total,3029,2168190,False,20210114,OTHER
1986,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,PETER Y. TAYLOR SR.,INDEPENDENT,False,total,19266,1483174,False,20210114,OTHER
1980,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,LOUIS ZEMEL,CITIZENS,False,total,4772,1356075,False,20210114,OTHER
1986,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,1,1112637,False,20210114,OTHER
1998,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,JOHN C. ZAJAC,LIBERTARIAN,False,total,23004,1013280,False,20210114,LIBERTARIAN
2004,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,JOHN MCCAIN,REPUBLICAN,False,total,1505372,1961677,False,20210114,REPUBLICAN
2014,IDAHO,ID,16,82,63,US SENATE,statewide,gen,False,NELS MITCHELL,DEMOCRAT,False,total,151574,437170,False,20210114,DEMOCRAT
1976,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,154,1557500,False,20210114,OTHER
1996,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,JOHN JAY HOOKER,INDEPENDENT,False,total,14401,1778664,False,20210114,OTHER
1986,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,DICK SNELLING,REPUBLICAN,False,total,67798,196532,False,20210114,REPUBLICAN
2004,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,GLEN A. SCHWARZ,,True,total,212,1039349,False,20210114,OTHER
2004,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,SCOTT A. KOHLHAAS,ALASKA LIBERTARIAN,False,total,1240,308315,False,20210114,OTHER
1996,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,DENNIS REHBERG,REPUBLICAN,False,total,182111,407490,False,20210114,REPUBLICAN
1986,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,ROCKLAND R. SNYDER,AMERICAN,False,total,5914,1545563,False,20210114,OTHER
2012,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,LAUREL LAFRAMBOISE,VOTEKISS,False,total,877,292762,False,20210114,OTHER
2016,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,RON CRUMPTON,DEMOCRAT,False,total,748709,2087444,False,20210114,DEMOCRAT
2016,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,CHARLES E. SCHUMER,WORKING FAMILIES,False,total,241672,7800725,False,20210114,OTHER
2020,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,"YOMI ""FAPAS"" FAPARUSI SR.",INDEPENDENT,False,total,10727,2959761,False,20210114,OTHER
2020,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,ROBERT WILLIAM CARR,,True,total,5,5479720,False,20210114,OTHER
1988,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,HERBERT H. KOHL,DEMOCRAT,False,total,1128625,2168190,False,20210114,DEMOCRAT
2002,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,179438,229548,False,20210114,REPUBLICAN
2004,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,ABRAHAM HIRSCHFELD,BUILDERS,False,total,16196,7447818,False,20210114,OTHER
1982,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,JOHN E. FORD,LIBERTARIAN,False,total,23494,3103167,False,20210114,LIBERTARIAN
2008,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,ELIZABETH DOLE,REPUBLICAN,False,total,1887510,4271970,False,20210114,REPUBLICAN
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,HELEN MEYERS,SOCIALIST WORKERS,False,total,2686,3700938,False,20210114,OTHER
1996,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,,,True,total,143,2556456,False,20210114,OTHER
2014,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,,,True,total,5,1374065,False,20210114,OTHER
2002,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,"PATRICK E. ""LIVE WIRE"" LANDRY",OTHER,False,total,10442,2481629,False,20210114,OTHER
2006,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,CONRAD BURNS,REPUBLICAN,False,total,196283,406505,False,20210114,REPUBLICAN
1978,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,ANTHONY ALBERT MCCORD,AMERICAN,False,total,10244,476783,False,20210114,OTHER
1992,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,MEL BORING,,False,total,5508,1292494,False,20210114,OTHER
2018,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,2351,2299889,False,20210114,OTHER
2000,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,DARRELL L. MCCORMICK,INDEPENDENT,False,total,21664,5856731,False,20210114,OTHER
1988,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,RICHARD G. LUGAR,REPUBLICAN,False,total,1430525,2099303,False,20210114,REPUBLICAN
2000,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,CONRAD BURNS,REPUBLICAN,False,total,208082,411601,False,20210114,REPUBLICAN
1982,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,RICHARD J. (DICK) DAVIS,DEMOCRAT,False,total,690839,1415622,False,20210114,DEMOCRAT
2016,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,TROY HEBERT,NONE,False,total,9503,1997218,False,20210114,OTHER
2002,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,MIRO DRAGO,CONSTITUTION,False,total,2254,2254636,False,20210114,OTHER
1998,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,ALVIN BAUMAN,REFORM,False,total,11334,727236,False,20210114,OTHER
1976,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,ORRIN G. HATCH,REPUBLICAN,False,total,290221,522108,False,20210114,REPUBLICAN
2014,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,JOSEPH BARATELLI,LIBERTARIAN,False,total,16721,1869535,False,20210114,LIBERTARIAN
1976,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,JAMES L. BUCKLEY,CONSERVATIVE,False,total,311494,6666875,False,20210114,OTHER
2016,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,RICHARD BLUMENTHAL,WORKING FAMILIES,False,total,87948,1596276,False,20210114,OTHER
1998,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,,,True,total,187,700831,False,20210114,OTHER
2014,SOUTH DAKOTA,SD,46,45,37,US SENATE,statewide,gen,False,GORDON HOWIE,INDEPENDENT,False,total,8474,279412,False,20210114,OTHER
2012,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,27643,3184196,False,20210114,OTHER
1998,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,CHRISTOPHER S. BOND,REPUBLICAN,False,total,830625,1576857,False,20210114,REPUBLICAN
1996,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,SALLY THOMPSON,DEMOCRAT,False,total,362380,1052300,False,20210114,DEMOCRAT
1994,OHIO,OH,39,31,24,US SENATE,statewide,gen,False,JOEL HYATT,DEMOCRAT,False,total,1348213,3436884,False,20210114,DEMOCRAT
1996,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,DENNIS L. LACY,LIBERTARIAN,False,total,8595,1307046,False,20210114,LIBERTARIAN
2006,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,JOHN ENSIGN,REPUBLICAN,False,total,322501,582572,False,20210114,REPUBLICAN
2018,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,MADELYN R. HOFFMAN,GREEN,False,total,25150,3169310,False,20210114,OTHER
1998,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,False,DON NICKLES,REPUBLICAN,False,total,570682,859713,False,20210114,REPUBLICAN
2016,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,CHARLES E. SCHUMER,WOMEN'S EQUALITY,False,total,45402,7800725,False,20210114,OTHER
1996,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,THOMAS A. FISKE,SOCIALIST WORKERS,False,total,1554,2182905,False,20210114,OTHER
1976,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,JAMES R. SASSER,DEMOCRAT,False,total,751180,1432046,False,20210114,DEMOCRAT
2012,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,EUGENE MARTIN LAVERGNE,NO SLOGAN,False,total,2198,3376649,False,20210114,OTHER
2010,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,,,True,total,338,1356096,False,20210114,OTHER
